,y1,y2,std1,std2
0,72.41314346132856,61.75370702374436,23.395793819103982,25.095834344780776
1,57.954525898139,53.17320788131238,48.04718482182279,34.86619683705946
2,49.00016862003114,49.896131468823484,20.97309361283206,27.538716757612566
3,38.4348602814229,36.98925851264511,8.265201243951347,16.33347465713482
4,43.47774900871225,38.112408425026025,9.158241573486855,19.706193748356096
5,37.35157977146889,40.03596297021952,16.76424780047994,12.720582548688029
6,51.72248280672793,16.443347405614908,35.100638449133946,8.44971388048367
7,23.179395071596886,22.705940214480876,5.284139958376893,10.035629439903829
8,27.09693402935097,25.17857078162044,9.209482027691381,9.27013665188898
9,29.993464839131303,18.86687747255425,13.931620166984473,8.508544788692443
10,29.954019730328607,24.38000462229813,7.527132457537368,11.933980030395032
11,24.176719629165287,12.30085143805506,13.95335536049889,6.189690238797575
12,27.172703377259673,13.60440977778986,12.168551651944679,8.588541129805236
13,22.107122220704184,15.689237874255236,12.895252883846407,7.347598889288407
14,15.02629435330365,11.032379081583276,5.4961286976973955,6.74610373063264
15,12.03861662517544,5.3477255118195455,6.960753632113985,2.9742655495684436
16,21.37523133685749,8.090497993196651,7.518677485301138,3.069519434081189
17,12.601985603781669,9.771323639326964,5.362981470769773,4.3419444346793865
18,14.35207165693042,4.20062436906111,9.945569117336728,2.8719580701049496
19,9.30444432071743,7.31686980844509,6.13482081311603,4.990101659095096
20,13.142813171176838,4.392367999936192,4.945146169935189,3.2911927170094546
21,11.480009028392148,7.335640647366997,5.086669319235184,3.8941862767590485
22,5.959495139304424,4.3351141379508835,2.814150972515586,2.5148506657261787
23,8.371363498838543,3.2796700928518208,6.194074582455263,1.5785299132820694
24,8.976728317432848,3.5344534703714503,3.7455765430415187,1.6752879561292224
25,9.828443429501029,2.480317356428926,5.72013344342108,0.9761251877266638
26,4.833494948678728,2.858851569163296,2.1141979993881024,1.032221233995878
27,6.651519066920586,2.9495490842416316,4.07495304719725,1.2985360179479177
28,5.885556669862415,3.864090479102887,1.170545974387829,1.5538419922067739
29,5.569374330855495,3.3875371687460665,2.9142525168069677,1.4544283773190427
